Language_ID,Language_name,Parameter,Value,Description
fre,French,Indefinite Articles,Indefinite word same as 'one',Numeral for 'one' is used as indefinite article
fre,French,Pronominal and Adnominal Demonstratives,Different stem,Different stems
fre,French,Order of Numeral and Noun,Numeral-Noun,Numeral precedes noun (NumN)
fre,French,Inclusive/Exclusive Distinction in Independent Pronouns,No inclusive/exclusive,No inclusive/exclusive opposition
fre,French,Tone,No tones,No tones
fre,French,Tone,No tones,No tones
fre,French,Order of Numeral and Noun,Numeral-Noun,Numeral precedes noun (NumN)
fre,French,Indefinite Articles,Indefinite word same as 'one',Numeral for 'one' is used as indefinite article
fre,French,Distance Contrasts in Demonstratives,No distance contrast,No distance contrast
fre,French,Possessive Classification,No possessive classification,No possessive classification
fre,French,Optional Double Negation,(Neg)VNeg,(Neg)VNeg
fre,French,Postverbal Negative Morphemes,VNeg,Postverbal negative word
fre,French,Order of Adposition and Noun Phrase,Prepositions,Prepositions
fre,French,Order of Adposition and Noun Phrase,Prepositions,Prepositions
fre,French,M in Second Person Singular,No m in second person singular,No m in second person singular
fre,French,Position of Interrogative Phrases in Content Questions,Initial interrogative phrase,Interrogative phrases obligatorily initial
fre,French,Third Person Pronouns and Demonstratives,Related by gender markers,Third person pronouns and demonstratives are related by gender markers
fre,French,M in Second Person Singular,No m in second person singular,No m in second person singular
fre,French,Optional Double Negation,(Neg)VNeg,(Neg)VNeg
fre,French,Voicing and Gaps in Plosive Systems,None missing in /p t k b d g/,/p t k b d g/
fre,French,Consonant-Vowel Ratio,Low,Low
fre,French,The Associative Plural,No associative plural,Associative plural absent
fre,French,The Associative Plural,No associative plural,Associative plural absent
fre,French,Preverbal Negative Morphemes,NegV,Preverbal negative word
fre,French,Preverbal Negative Morphemes,NegV,Preverbal negative word
fre,French,"Genitives, Adjectives and Relative Clauses",Highly differentiated,Highly differentiated
fre,French,Third Person Pronouns and Demonstratives,Related by gender markers,Third person pronouns and demonstratives are related by gender markers
fre,French,Consonant-Vowel Ratio,Low,Low
fre,French,Position of Interrogative Phrases in Content Questions,Initial interrogative phrase,Interrogative phrases obligatorily initial
fre,French,Position of Polar Question Particles,Initial,Question particle at beginning of sentence
fre,French,Obligatory Possessive Inflection,Absent,No obligatorily possessed nouns
fre,French,Person Marking on Adpositions,No person marking,Adpositions without person marking
fre,French,Person Marking on Adpositions,No person marking,Adpositions without person marking
fre,French,Fusion of Selected Inflectional Formatives,Exclusively concatenative,Exclusively concatenative
fre,French,Fusion of Selected Inflectional Formatives,Exclusively concatenative,Exclusively concatenative
fre,French,Consonant Inventories,Average,Average
fre,French,Consonant Inventories,Average,Average
fre,French,Intensifiers and Reflexive Pronouns,Differentiated,Intensifiers and reflexive pronouns are formally differentiated
fre,French,Intensifiers and Reflexive Pronouns,Differentiated,Intensifiers and reflexive pronouns are formally differentiated
fre,French,Reduplication,No productive reduplication,No productive reduplication
fre,French,Ordinal Numerals,"First, second, three-th",Second: 'First' and a small set of consecutive higher ordinal numerals are suppletive
fre,French,Prefixing vs. Suffixing in Inflectional Morphology,Strongly suffixing,Predominantly suffixing
fre,French,Ordinal Numerals,"First, second, three-th",Second: 'First' and a small set of consecutive higher ordinal numerals are suppletive
fre,French,Order of Genitive and Noun,Noun-Genitive,Noun-genitive (NGen)
fre,French,Presence of Uncommon Consonants,,
fre,French,Presence of Uncommon Consonants,,
fre,French,Reduplication,No productive reduplication,No productive reduplication
fre,French,Order of Relative Clause and Noun,Noun-Relative clause,Relative clause follows noun (NRel)
fre,French,Order of Relative Clause and Noun,Noun-Relative clause,Relative clause follows noun (NRel)
fre,French,Case Syncretism,Core and non-core,Inflectional case marking is syncretic for core and non-core cases
fre,French,Case Syncretism,Core and non-core,Inflectional case marking is syncretic for core and non-core cases
fre,French,Distributive Numerals,No distributive numerals,No distributive numerals
fre,French,Distributive Numerals,No distributive numerals,No distributive numerals
fre,French,Order of Genitive and Noun,Noun-Genitive,Noun-genitive (NGen)
fre,French,Prefixing vs. Suffixing in Inflectional Morphology,Strongly suffixing,Predominantly suffixing
fre,French,Comitatives and Instrumentals,Identity,Identity
fre,French,Comitatives and Instrumentals,Identity,Identity
fre,French,Locus of Marking in the Clause,No marking,P has no marking
fre,French,Locus of Marking in the Clause,No marking,P has no marking
fre,French,Locus of Marking in Possessive Noun Phrases,Dependent marking,Possessor is dependent-marked
fre,French,Locus of Marking in Possessive Noun Phrases,Dependent marking,Possessor is dependent-marked
fre,French,Asymmetrical Case-Marking,No case-marking,No morphological case-marking
fre,French,Asymmetrical Case-Marking,No case-marking,No morphological case-marking
fre,French,Voicing in Plosives and Fricatives,In both plosives and fricatives,Voicing contrast in both plosives and fricatives
fre,French,Voicing in Plosives and Fricatives,In both plosives and fricatives,Voicing contrast in both plosives and fricatives
fre,French,Inflectional Synthesis of the Verb,4-5 categories per word,4-5 categories per word
fre,French,Inflectional Synthesis of the Verb,4-5 categories per word,4-5 categories per word
fre,French,Locus of Marking: Whole-language Typology,Inconsistent or other,Inconsistent marking or other type
fre,French,Exponence of Tense-Aspect-Mood Inflection,TAM+agreement,TAM+agreement
fre,French,Locus of Marking: Whole-language Typology,Inconsistent or other,Inconsistent marking or other type
fre,French,Zero Marking of A and P Arguments,Non-zero marking,Non-zero marking
fre,French,Zero Marking of A and P Arguments,Non-zero marking,Non-zero marking
fre,French,Exponence of Selected Inflectional Formatives,No case,No case
fre,French,Exponence of Selected Inflectional Formatives,No case,No case
fre,French,Postnominal relative clauses,Noun-Relative clause (NRel) dominant,Noun-Relative clause (NRel) dominant
fre,French,Postnominal relative clauses,Noun-Relative clause (NRel) dominant,Noun-Relative clause (NRel) dominant
fre,French,Position of Case Affixes,Prepositional clitics,Prepositional clitics
fre,French,Position of Case Affixes,Prepositional clitics,Prepositional clitics
fre,French,Number of Cases,No morphological case-marking,No morphological case-marking
fre,French,Number of Cases,No morphological case-marking,No morphological case-marking
fre,French,Absence of Common Consonants,All present,All present
fre,French,Obligatory Possessive Inflection,Absent,No obligatorily possessed nouns
fre,French,Absence of Common Consonants,All present,All present
fre,French,Rhythm Types,Undetermined,Undetermined: no clear foot type
fre,French,SVNegO Order,Word&OptDoubleNeg,"Separate word, optional double negation, with SVNegO possible without a second negative"
fre,French,SNegVO Order,Word&OnlyWithAnotherNeg,"Separate word, only occurs with another negative morpheme"
fre,French,Sex-based and Non-sex-based Gender Systems,Sex-based,Sex-based gender system
fre,French,SNegVO Order,Word&OnlyWithAnotherNeg,"Separate word, only occurs with another negative morpheme"
fre,French,Position of Polar Question Particles,Initial,Question particle at beginning of sentence
fre,French,Sex-based and Non-sex-based Gender Systems,Sex-based,Sex-based gender system
fre,French,Lateral Consonants,"/l/, no obstruent laterals","/l/, no obstruent laterals"
fre,French,NegSVO Order,No NegSVO,SVO but NegSVO does not occur
fre,French,NegSVO Order,No NegSVO,SVO but NegSVO does not occur
fre,French,Lateral Consonants,"/l/, no obstruent laterals","/l/, no obstruent laterals"
fre,French,SVNegO Order,Word&OptDoubleNeg,"Separate word, optional double negation, with SVNegO possible without a second negative"
fre,French,Optional Double Negation in SVO languages,S(Neg)VNegO,S(Neg)VNegO
fre,French,Systems of Gender Assignment,Semantic and formal,Semantic and formal assignment
fre,French,The Position of Negative Morphemes in SVO Languages,OptNeg,SVO with optional double negation
fre,French,The Position of Negative Morphemes in SVO Languages,OptNeg,SVO with optional double negation
fre,French,Systems of Gender Assignment,Semantic and formal,Semantic and formal assignment
fre,French,Position of negative words relative to beginning and end of clause and with respect to adjacency to verb,Immed postverbal,Immediately postverbal
fre,French,Position of negative words relative to beginning and end of clause and with respect to adjacency to verb,Immed postverbal,Immediately postverbal
fre,French,Coding of Nominal Plurality,Plural suffix,Plural suffix
fre,French,Coding of Nominal Plurality,Plural suffix,Plural suffix
fre,French,Politeness Distinctions in Pronouns,Binary politeness distinction,Second person pronouns encode a binary politeness distinction
fre,French,Politeness Distinctions in Pronouns,Binary politeness distinction,Second person pronouns encode a binary politeness distinction
fre,French,Optional Double Negation in SVO languages,S(Neg)VNegO,S(Neg)VNegO
fre,French,Position of Pronominal Possessive Affixes,No possessive affixes,No possessive affixes
fre,French,Position of Pronominal Possessive Affixes,No possessive affixes,No possessive affixes
fre,French,SVONeg Order,No SVONeg,SVO but SVONeg does not occur
fre,French,Rhythm Types,Undetermined,Undetermined: no clear foot type
fre,French,Order of Degree Word and Adjective,Degree word-Adjective,Degree word precedes adjective (DegAdj)
fre,French,Order of Degree Word and Adjective,Degree word-Adjective,Degree word precedes adjective (DegAdj)
fre,French,Weight Factors in Weight-Sensitive Stress Systems,Prominence,Prominence: other factors are heavy for stress
fre,French,Weight Factors in Weight-Sensitive Stress Systems,Prominence,Prominence: other factors are heavy for stress
fre,French,Syncretism in Verbal Person/Number Marking,Syncretic,Subject person/number marking is syncretic
fre,French,Syncretism in Verbal Person/Number Marking,Syncretic,Subject person/number marking is syncretic
fre,French,Indefinite Pronouns,Generic-noun-based,Generic-noun-based indefinites
fre,French,Weight-Sensitive Stress,Right-edge: Ultimate or penultimate,Right-edge: Stress on ultimate or penultimate syllable
fre,French,Weight-Sensitive Stress,Right-edge: Ultimate or penultimate,Right-edge: Stress on ultimate or penultimate syllable
fre,French,Fixed Stress Locations,No fixed stress,No fixed stress (mostly weight-sensitive stress)
fre,French,Fixed Stress Locations,No fixed stress,No fixed stress (mostly weight-sensitive stress)
fre,French,Order of Adjective and Noun,Noun-Adjective,Modifying adjective follows noun (NAdj)
fre,French,Order of Adjective and Noun,Noun-Adjective,Modifying adjective follows noun (NAdj)
fre,French,Numeral Classifiers,Absent,Numeral classifiers are absent
fre,French,Numeral Classifiers,Absent,Numeral classifiers are absent
fre,French,Vowel Quality Inventories,Large (7-14),Large vowel inventory (7-14)
fre,French,Vowel Quality Inventories,Large (7-14),Large vowel inventory (7-14)
fre,French,Conjunctions and Universal Quantifiers,Formally different,Formally different
fre,French,Conjunctions and Universal Quantifiers,Formally different,Formally different
fre,French,Number of Genders,Two,Two
fre,French,Number of Genders,Two,Two
fre,French,SVONeg Order,No SVONeg,SVO but SVONeg does not occur
fre,French,Indefinite Pronouns,Generic-noun-based,Generic-noun-based indefinites
fre,French,Exponence of Tense-Aspect-Mood Inflection,TAM+agreement,TAM+agreement
fre,French,"Genitives, Adjectives and Relative Clauses",Highly differentiated,Highly differentiated
fre,French,Inclusive/Exclusive Distinction in Verbal Inflection,No inclusive/exclusive,No inclusive/exclusive opposition
fre,French,Polar Questions,Question particle,Question particle
fre,French,Purpose Clauses,Deranked,Deranked
fre,French,Purpose Clauses,Deranked,Deranked
fre,French,Relationship between the Order of Object and Verb and the Order of Relative Clause and Noun,VO and NRel,Verb-object and noun-relative clause (VO&NRel)
fre,French,Relationship between the Order of Object and Verb and the Order of Relative Clause and Noun,VO and NRel,Verb-object and noun-relative clause (VO&NRel)
fre,French,Productivity of the Antipassive Construction,no antipassive,no antipassive
fre,French,Applicative Constructions,No applicative construction,No applicative construction
fre,French,Position of Tense-Aspect Affixes,Tense-aspect suffixes,Tense-aspect suffixes
fre,French,Position of Tense-Aspect Affixes,Tense-aspect suffixes,Tense-aspect suffixes
fre,French,The Perfect,From possessive,Perfect of the 'have'-type (derived from a possessive construction)
fre,French,Applicative Constructions,No applicative construction,No applicative construction
fre,French,'Want' Complement Subjects,Subject is left implicit,The complement subject is left implicit
fre,French,Semantic Distinctions of Evidentiality,Indirect only,Only indirect evidentials
fre,French,Semantic Distinctions of Evidentiality,Indirect only,Only indirect evidentials
fre,French,"Order of Subject, Object and Verb",SVO,Subject-verb-object (SVO)
fre,French,Other Roles of Applied Objects,No applicative construction,No applicative construction
fre,French,Other Roles of Applied Objects,No applicative construction,No applicative construction
fre,French,Relativization on Obliques,Relative pronoun,Relative Pronoun Strategy
fre,French,Relativization on Obliques,Relative pronoun,Relative Pronoun Strategy
fre,French,Vowel Nasalization,Contrast present,Contrastive nasal vowels present
fre,French,'Want' Complement Subjects,Subject is left implicit,The complement subject is left implicit
fre,French,Productivity of the Antipassive Construction,no antipassive,no antipassive
fre,French,'When' Clauses,Balanced/deranked,Balanced/deranked
fre,French,'When' Clauses,Balanced/deranked,Balanced/deranked
fre,French,Hand and Arm,Different,"Differentiation: one word denotes 'hand' and another, different word denotes 'arm'"
fre,French,Hand and Arm,Different,"Differentiation: one word denotes 'hand' and another, different word denotes 'arm'"
fre,French,The Past Tense,"Present, no remoteness distinctions",Past/non-past distinction marked; no remoteness distinction
fre,French,Reciprocal Constructions,Mixed,There are both reflexive and non-reflexive reciprocal constructions.
fre,French,The Velar Nasal,No velar nasal,No velar nasal
fre,French,Utterance Complement Clauses,Balanced/deranked,Balanced/deranked
fre,French,Utterance Complement Clauses,Balanced/deranked,Balanced/deranked
fre,French,The Velar Nasal,No velar nasal,No velar nasal
fre,French,Passive Constructions,Present,There is a passive construction
fre,French,Passive Constructions,Present,There is a passive construction
fre,French,Order of Object and Verb,VO,Object follows verb (VO)
fre,French,The Future Tense,Inflectional future exists,Inflectional marking of future/non-future distinction
fre,French,The Future Tense,Inflectional future exists,Inflectional marking of future/non-future distinction
fre,French,Suppletion According to Tense and Aspect,Tense and aspect,Suppletion in both tense and aspect
fre,French,Suppletion According to Tense and Aspect,Tense and aspect,Suppletion in both tense and aspect
fre,French,Coding of Evidentiality,Modal morpheme,Modal morpheme
fre,French,Coding of Evidentiality,Modal morpheme,Modal morpheme
fre,French,Antipassive Constructions,No antipassive,No antipassive
fre,French,Antipassive Constructions,No antipassive,No antipassive
fre,French,Reason Clauses,Balanced/deranked,Balanced/deranked
fre,French,Reason Clauses,Balanced/deranked,Balanced/deranked
fre,French,Vowel Nasalization,Contrast present,Contrastive nasal vowels present
fre,French,The Past Tense,"Present, no remoteness distinctions",Past/non-past distinction marked; no remoteness distinction
fre,French,"Order of Subject, Object and Verb",SVO,Subject-verb-object (SVO)
fre,French,Overlap between Situational and Epistemic Modal Marking,Overlap for both possibility and necessity,"The language has markers that can code both situational and epistemic modality, both for possibility and necessity"
fre,French,Situational Possibility,Verbal constructions,"The language cannot express situational possibility with affixes on verbs, but with verbal constructions"
fre,French,Nominal and Locational Predication,Identical,Shared (i.e. identical) encoding of nominal and locational predication
fre,French,Nominal and Locational Predication,Identical,Shared (i.e. identical) encoding of nominal and locational predication
fre,French,Situational Possibility,Verbal constructions,"The language cannot express situational possibility with affixes on verbs, but with verbal constructions"
fre,French,Imperative-Hortative Systems,Neither type of system,The language has neither a maximal nor a minimal system
fre,French,Relationship between the Order of Object and Verb and the Order of Adjective and Noun,VO and NAdj,Verb-object and noun-adjective (VO&NAdj)
fre,French,Relationship between the Order of Object and Verb and the Order of Adjective and Noun,VO and NAdj,Verb-object and noun-adjective (VO&NAdj)
fre,French,Order of Subject and Verb,SV,Subject precedes verb (SV)
fre,French,Subtypes of Asymmetric Standard Negation,Non-assignable,Non-assignable (no asymmetry found)
fre,French,The Prohibitive,Normal imperative + normal negative,The prohibitive uses the verbal construction of the second singular imperative and a sentential negative strategy found in (indicative) declaratives
fre,French,Subtypes of Asymmetric Standard Negation,Non-assignable,Non-assignable (no asymmetry found)
fre,French,Predicative Adjectives,Nonverbal encoding,Predicative adjectives have nonverbal encoding
fre,French,Imperative-Hortative Systems,Neither type of system,The language has neither a maximal nor a minimal system
fre,French,The Optative,Inflectional optative absent,Inflectional optative absent
fre,French,The Optative,Inflectional optative absent,Inflectional optative absent
fre,French,Negative Indefinite Pronouns and Predicate Negation,Mixed behaviour,Negative indefinites show mixed behaviour
fre,French,Negative Indefinite Pronouns and Predicate Negation,Mixed behaviour,Negative indefinites show mixed behaviour
fre,French,Polar Questions,Question particle,Question particle
fre,French,Alignment of Case Marking of Full Noun Phrases,Neutral,Neutral
fre,French,Alignment of Case Marking of Full Noun Phrases,Neutral,Neutral
fre,French,Predicative Adjectives,Nonverbal encoding,Predicative adjectives have nonverbal encoding
fre,French,The Prohibitive,Normal imperative + normal negative,The prohibitive uses the verbal construction of the second singular imperative and a sentential negative strategy found in (indicative) declaratives
fre,French,Order of Subject and Verb,SV,Subject precedes verb (SV)
fre,French,Front Rounded Vowels,High and mid,High and mid
fre,French,Relativization on Subjects,Relative pronoun,Relative pronoun
fre,French,Relativization on Subjects,Relative pronoun,Relative pronoun
fre,French,Alignment of Case Marking of Pronouns,Nominative - accusative (standard),Nominative - accusative (standard)
fre,French,Alignment of Case Marking of Pronouns,Nominative - accusative (standard),Nominative - accusative (standard)
fre,French,Comparative Constructions,Particle,Particle Comparative
fre,French,Comparative Constructions,Particle,Particle Comparative
fre,French,Epistemic Possibility,Verbal constructions,The language can express epistemic possibility with verbal constructions
fre,French,Nonperiphrastic Causative Constructions,Both,Both morphological type and compound type
fre,French,Uvular Consonants,Uvular continuants only,Uvular continuants only
fre,French,Uvular Consonants,Uvular continuants only,Uvular continuants only
fre,French,Nonperiphrastic Causative Constructions,Both,Both morphological type and compound type
fre,French,Epistemic Possibility,Verbal constructions,The language can express epistemic possibility with verbal constructions
fre,French,Negative Morphemes,Negative particle,Negative particle
fre,French,Negative Morphemes,Negative particle,Negative particle
fre,French,The Morphological Imperative,Second singular,The language has morphologically dedicated second singular imperatives but no morphologically dedicated second plural imperatives
fre,French,The Morphological Imperative,Second singular,The language has morphologically dedicated second singular imperatives but no morphologically dedicated second plural imperatives
fre,French,Symmetric and Asymmetric Standard Negation,Symmetric,Symmetric standard negation only: Type Sym
fre,French,Symmetric and Asymmetric Standard Negation,Symmetric,Symmetric standard negation only: Type Sym
fre,French,Zero Copula for Predicate Nominals,Impossible,Zero copula is impossible
fre,French,Zero Copula for Predicate Nominals,Impossible,Zero copula is impossible
fre,French,Front Rounded Vowels,High and mid,High and mid
fre,French,Overlap between Situational and Epistemic Modal Marking,Overlap for both possibility and necessity,"The language has markers that can code both situational and epistemic modality, both for possibility and necessity"
fre,French,Reciprocal Constructions,Mixed,There are both reflexive and non-reflexive reciprocal constructions.
fre,French,The Perfect,From possessive,Perfect of the 'have'-type (derived from a possessive construction)
fre,French,Action Nominal Constructions,Ergative-Possessive,"Ergative-Possessive: S/P treated as possessors, A treated differently"
fre,French,Expression of Pronominal Subjects,Obligatory pronouns in subject position,Pronominal subjects are expressed by pronouns in subject position that are normally if not obligatorily present
fre,French,Perfective/Imperfective Aspect,Grammatical marking,Grammatical marking of perfective/imperfective distinction
fre,French,M-T Pronouns,"M-T pronouns, paradigmatic","M-T pronouns, paradigmatic"
fre,French,Third Person Zero of Verbal Person Marking,No zero realization,No zero realization of third person S forms
fre,French,Expression of Pronominal Subjects,Obligatory pronouns in subject position,Pronominal subjects are expressed by pronouns in subject position that are normally if not obligatorily present
fre,French,Verbal Number and Suppletion,,No singular-(dual)-plural pairs/triples
fre,French,Perfective/Imperfective Aspect,Grammatical marking,Grammatical marking of perfective/imperfective distinction
fre,French,Red and Yellow,Red vs. yellow,Red and yellow
fre,French,Ditransitive Constructions: The Verb 'Give',Indirect-object construction,Indirect-object construction
fre,French,Ditransitive Constructions: The Verb 'Give',Indirect-object construction,Indirect-object construction
fre,French,Suppletion in Imperatives and Hortatives,None (= no suppletive imperatives reported in the reference material),None (= no suppletive imperatives reported in the reference material)
fre,French,Third Person Zero of Verbal Person Marking,No zero realization,No zero realization of third person S forms
fre,French,Suppletion in Imperatives and Hortatives,None (= no suppletive imperatives reported in the reference material),None (= no suppletive imperatives reported in the reference material)
fre,French,Verbal Person Marking,Only the A argument,Person marking of only the A argument
fre,French,Action Nominal Constructions,Ergative-Possessive,"Ergative-Possessive: S/P treated as possessors, A treated differently"
fre,French,Verbal Person Marking,Only the A argument,Person marking of only the A argument
fre,French,Verbal Number and Suppletion,,No singular-(dual)-plural pairs/triples
fre,French,Number of Non-Derived Basic Colour Categories,6,6 categories
fre,French,Order of Person Markers on the Verb,A and P do not or do not both occur on the verb,A and P do not or do not both occur on the verb
fre,French,Order of Person Markers on the Verb,A and P do not or do not both occur on the verb,A and P do not or do not both occur on the verb
fre,French,Number of Non-Derived Basic Colour Categories,6,6 categories
fre,French,"Order of Object, Oblique, and Verb",VOX,Verb-object-oblique (VOX)
fre,French,Nominal and Verbal Conjunction,Identity,Nominal and verbal conjunction are largely identical
fre,French,Number of Basic Colour Categories,11,More than 10 categories
fre,French,Number of Basic Colour Categories,11,More than 10 categories
fre,French,Red and Yellow,Red vs. yellow,Red and yellow
fre,French,M-T Pronouns,"M-T pronouns, paradigmatic","M-T pronouns, paradigmatic"
fre,French,Numeral Bases,Decimal,Decimal
fre,French,Alignment of Verbal Person Marking,Accusative,Accusative alignment
fre,French,Alignment of Verbal Person Marking,Accusative,Accusative alignment
fre,French,Syllable Structure,Complex,Complex syllable structure
fre,French,Glottalized Consonants,No glottalized consonants,No glottalized consonants
fre,French,"Order of Object, Oblique, and Verb",VOX,Verb-object-oblique (VOX)
fre,French,Green and Blue,Green vs. blue,Green and blue
fre,French,Green and Blue,Green vs. blue,Green and blue
fre,French,Syllable Structure,Complex,Complex syllable structure
fre,French,Numeral Bases,Decimal,Decimal
fre,French,Relationship between the Order of Object and Verb and the Order of Adposition and Noun Phrase,VO and Prepositions,Verb-object and prepositional (VO&Prep)
fre,French,Relationship between the Order of Object and Verb and the Order of Adposition and Noun Phrase,VO and Prepositions,Verb-object and prepositional (VO&Prep)
fre,French,Finger and Hand,Different,"Differentiation: one word denotes 'hand' and another, different word denotes 'finger' (or, very rarely, 'fingers')"
fre,French,Finger and Hand,Different,"Differentiation: one word denotes 'hand' and another, different word denotes 'finger' (or, very rarely, 'fingers')"
fre,French,Nominal and Verbal Conjunction,Identity,Nominal and verbal conjunction are largely identical
fre,French,Order of Object and Verb,VO,Object follows verb (VO)
fre,French,Glottalized Consonants,No glottalized consonants,No glottalized consonants
fre,French,Noun Phrase Conjunction,'And' different from 'with',AND-languages: 'and' and 'with' are not identical
fre,French,Noun Phrase Conjunction,'And' different from 'with',AND-languages: 'and' and 'with' are not identical
gau gba gbe gbl gha gma gos gpz grp gtg gth gti gvi gwe gzu lux,German,,,
gau gba gbe gbl ger gha gma gos gpz grp gtg gth gti gvi gwe gzu,German,,,
hin,Hindi,Alignment of Case Marking of Full Noun Phrases,Tripartite,Tripartite
hin,Hindi,Order of Numeral and Noun,Numeral-Noun,Numeral precedes noun (NumN)
hin,Hindi,"Order of Subject, Object and Verb",SOV,Subject-object-verb (SOV)
hin,Hindi,Glottalized Consonants,No glottalized consonants,No glottalized consonants
hin,Hindi,Negative Morphemes,Negative particle,Negative particle
hin,Hindi,Locus of Marking: Whole-language Typology,Inconsistent or other,Inconsistent marking or other type
hin,Hindi,Locus of Marking: Whole-language Typology,Inconsistent or other,Inconsistent marking or other type
hin,Hindi,Order of Relative Clause and Noun,Correlative,Correlative relative clause
hin,Hindi,Order of Relative Clause and Noun,Correlative,Correlative relative clause
hin,Hindi,Voicing in Plosives and Fricatives,In both plosives and fricatives,Voicing contrast in both plosives and fricatives
hin,Hindi,Verbal Person Marking,Only the A argument,Person marking of only the A argument
hin,Hindi,Zero Marking of A and P Arguments,Non-zero marking,Non-zero marking
hin,Hindi,Negative Morphemes,Negative particle,Negative particle
hin,Hindi,Zero Marking of A and P Arguments,Non-zero marking,Non-zero marking
hin,Hindi,Verbal Person Marking,Only the A argument,Person marking of only the A argument
hin,Hindi,Indefinite Articles,No definite or indefinite article,Neither indefinite nor definite
hin,Hindi,Glottalized Consonants,No glottalized consonants,No glottalized consonants
hin,Hindi,Indefinite Articles,No definite or indefinite article,Neither indefinite nor definite
hin,Hindi,Alignment of Case Marking of Full Noun Phrases,Tripartite,Tripartite
hin,Hindi,Suppletion According to Tense and Aspect,Tense and aspect,Suppletion in both tense and aspect
hin,Hindi,Locus of Marking in Possessive Noun Phrases,Dependent marking,Possessor is dependent-marked
hin,Hindi,Alignment of Verbal Person Marking,Accusative,Accusative alignment
hin,Hindi,Inflectional Synthesis of the Verb,2-3 categories per word,2-3 categories per word
hin,Hindi,Inflectional Synthesis of the Verb,2-3 categories per word,2-3 categories per word
hin,Hindi,Negative Indefinite Pronouns and Predicate Negation,Predicate negation also present,Negative indefinites co-occur with predicate negation
hin,Hindi,Exponence of Tense-Aspect-Mood Inflection,TAM+agreement,TAM+agreement
hin,Hindi,Consonant-Vowel Ratio,Moderately high,Moderately high
hin,Hindi,Exponence of Tense-Aspect-Mood Inflection,TAM+agreement,TAM+agreement
hin,Hindi,Position of Case Affixes,Case suffixes,Case suffixes
hin,Hindi,The Optative,Inflectional optative absent,Inflectional optative absent
hin,Hindi,The Optative,Inflectional optative absent,Inflectional optative absent
hin,Hindi,Consonant-Vowel Ratio,Moderately high,Moderately high
hin,Hindi,Alignment of Verbal Person Marking,Accusative,Accusative alignment
hin,Hindi,Inclusive/Exclusive Distinction in Verbal Inflection,No person marking,No person marking at all
hin,Hindi,Inclusive/Exclusive Distinction in Verbal Inflection,No person marking,No person marking at all
hin,Hindi,Verbal Number and Suppletion,,No singular-(dual)-plural pairs/triples
hin,Hindi,Verbal Number and Suppletion,,No singular-(dual)-plural pairs/triples
hin,Hindi,Negative Indefinite Pronouns and Predicate Negation,Predicate negation also present,Negative indefinites co-occur with predicate negation
hin,Hindi,Position of Case Affixes,Case suffixes,Case suffixes
hin,Hindi,Order of Subject and Verb,SV,Subject precedes verb (SV)
hin,Hindi,Inclusive/Exclusive Distinction in Independent Pronouns,No inclusive/exclusive,No inclusive/exclusive opposition
hin,Hindi,Inclusive/Exclusive Distinction in Independent Pronouns,No inclusive/exclusive,No inclusive/exclusive opposition
hin,Hindi,Locus of Marking in Possessive Noun Phrases,Dependent marking,Possessor is dependent-marked
hin,Hindi,Situational Possibility,Verbal constructions,"The language cannot express situational possibility with affixes on verbs, but with verbal constructions"
hin,Hindi,Situational Possibility,Verbal constructions,"The language cannot express situational possibility with affixes on verbs, but with verbal constructions"
hin,Hindi,Epistemic Possibility,Verbal constructions,The language can express epistemic possibility with verbal constructions
hin,Hindi,Symmetric and Asymmetric Standard Negation,Both,Symmetric and asymmetric standard negation: Type SymAsy
hin,Hindi,Voicing in Plosives and Fricatives,In both plosives and fricatives,Voicing contrast in both plosives and fricatives
hin,Hindi,Symmetric and Asymmetric Standard Negation,Both,Symmetric and asymmetric standard negation: Type SymAsy
hin,Hindi,Locus of Marking in the Clause,Double marking,P is double-marked
hin,Hindi,Locus of Marking in the Clause,Double marking,P is double-marked
hin,Hindi,Order of Adjective and Noun,Adjective-Noun,Modifying adjective precedes noun (AdjN)
hin,Hindi,Order of Adjective and Noun,Adjective-Noun,Modifying adjective precedes noun (AdjN)
hin,Hindi,Order of Demonstrative and Noun,Demonstrative-Noun,Demonstrative word precedes noun (DemN)
hin,Hindi,Subtypes of Asymmetric Standard Negation,A/Cat,In other grammatical categories: Subtype A/Cat
hin,Hindi,Subtypes of Asymmetric Standard Negation,A/Cat,In other grammatical categories: Subtype A/Cat
hin,Hindi,Order of Demonstrative and Noun,Demonstrative-Noun,Demonstrative word precedes noun (DemN)
hin,Hindi,Epistemic Possibility,Verbal constructions,The language can express epistemic possibility with verbal constructions
hin,Hindi,Reduplication,Productive full and partial reduplication,Productive full and partial reduplication
hin,Hindi,Nonperiphrastic Causative Constructions,Morphological but no compound,Morphological type but no compound type
hin,Hindi,Ditransitive Constructions: The Verb 'Give',Indirect-object construction,Indirect-object construction
hin,Hindi,Ditransitive Constructions: The Verb 'Give',Indirect-object construction,Indirect-object construction
hin,Hindi,Antipassive Constructions,No antipassive,No antipassive
hin,Hindi,Antipassive Constructions,No antipassive,No antipassive
hin,Hindi,Lateral Consonants,"/l/, no obstruent laterals","/l/, no obstruent laterals"
hin,Hindi,Lateral Consonants,"/l/, no obstruent laterals","/l/, no obstruent laterals"
hin,Hindi,Coding of Evidentiality,No grammatical evidentials,No grammatical evidentials
